货币名称,现汇买入价,现钞买入价,现汇卖出价,现钞卖出价,中行折算价,发布时间,查询日期
港币,86.77,86.21,87.29,87.73,87.07,2023/11/29 10:03:59,2023-11-29
港币,86.96,86.58,87.32,87.87,87.12,2023/11/30 10:04:27,2023-11-30
港币,86.9,86.65,87.47,87.91,87.2,2023/12/01 10:01:51,2023-12-01
港币,86.9,86.69,87.52,88.18,87.23,2023/12/02 10:30:00,2023-12-02
港币,86.96,86.66,87.48,88.22,87.29,2023/12/03 10:30:00,2023-12-03
港币,87.03,86.64,87.57,88.09,87.28,2023/12/04 10:00:17,2023-12-04
港币,87.18,86.65,87.51,87.95,87.34,2023/12/05 10:00:57,2023-12-05
港币,87.15,86.59,87.59,88.01,87.33,2023/12/06 10:00:22,2023-12-06
港币,87.13,86.43,87.57,88.03,87.37,2023/12/07 10:03:18,2023-12-07
港币,87.2,86.77,87.74,88.3,87.41,2023/12/08 10:01:07,2023-12-08
港币,87.14,86.9,87.64,88.18,87.48,2023/12/09 10:30:00,2023-12-09
港币,87.23,86.9,87.73,88.39,87.43,2023/12/10 10:30:00,2023-12-10
港币,87.09,86.59,87.55,88.08,87.38,2023/12/11 10:06:10,2023-12-11
港币,87.13,86.69,87.72,88.15,87.43,2023/12/12 10:06:59,2023-12-12
港币,87.26,86.63,87.65,88.05,87.46,2023/12/13 10:00:25,2023-12-13
港币,87.18,86.38,87.66,88.11,87.38,2023/12/14 10:01:04,2023-12-14
港币,87.12,86.73,87.62,87.87,87.32,2023/12/15 10:02:14,2023-12-15
港币,87.04,86.73,87.63,87.99,87.38,2023/12/16 10:30:00,2023-12-16
港币,87.12,86.41,87.55,87.98,87.38,2023/12/17 10:30:00,2023-12-17
港币,87.17,86.52,87.57,88.07,87.41,2023/12/18 10:00:19,2023-12-18
港币,87.22,86.81,87.79,88.42,87.46,2023/12/19 10:07:14,2023-12-19
港币,87.22,86.58,87.69,88.42,87.51,2023/12/20 10:02:00,2023-12-20
港币,87.34,87.01,87.87,88.39,87.58,2023/12/21 10:00:51,2023-12-21
港币,87.32,86.67,87.82,88.54,87.61,2023/12/22 10:02:03,2023-12-22
港币,87.32,86.78,87.89,88.49,87.54,2023/12/23 10:30:00,2023-12-23
港币,87.2,86.73,87.89,88.33,87.54,2023/12/24 10:30:00,2023-12-24
港币,87.19,86.62,87.73,88.17,87.52,2023/12/25 10:02:41,2023-12-25
港币,87.36,86.63,87.83,88.23,87.54,2023/12/26 10:05:30,2023-12-26
港币,87.33,86.89,87.86,88.61,87.62,2023/12/27 10:02:06,2023-12-27
港币,87.25,86.83,87.72,88.33,87.55,2023/12/28 10:02:29,2023-12-28
港币,87.25,86.89,87.8,88.21,87.57,2023/12/29 10:02:20,2023-12-29
港币,87.33,86.78,87.88,88.13,87.6,2023/12/30 10:30:00,2023-12-30
港币,87.34,86.95,87.75,88.35,87.52,2023/12/31 10:30:00,2023-12-31
港币,87.29,87.08,87.92,88.33,87.59,2024/01/01 10:30:00,2024-01-01
港币,87.23,86.58,87.78,88.27,87.51,2024/01/02 10:01:59,2024-01-02
港币,87.22,86.73,87.63,88.3,87.43,2024/01/03 10:04:44,2024-01-03
港币,87.3,86.67,87.74,88.45,87.49,2024/01/04 10:00:36,2024-01-04
港币,87.11,86.59,87.58,87.92,87.42,2024/01/05 10:01:36,2024-01-05
港币,87.08,86.79,87.7,88.13,87.4,2024/01/06 10:30:00,2024-01-06
港币,87.14,86.55,87.69,88.36,87.41,2024/01/07 10:30:00,2024-01-07
港币,87.25,86.6,87.61,88.08,87.45,2024/01/08 10:00:09,2024-01-08
港币,87.25,86.89,87.67,88.34,87.51,2024/01/09 10:02:35,2024-01-09
港币,87.27,86.7,87.66,88.28,87.49,2024/01/10 10:00:06,2024-01-10
港币,87.34,86.95,87.85,88.24,87.53,2024/01/11 10:07:14,2024-01-11
港币,87.3,87.05,87.74,88.4,87.57,2024/01/12 10:02:17,2024-01-12
港币,87.21,86.87,87.8,88.37,87.53,2024/01/13 10:30:00,2024-01-13
港币,87.16,86.69,87.78,88.14,87.46,2024/01/14 10:30:00,2024-01-14
港币,87.21,86.71,87.85,88.1,87.51,2024/01/15 10:04:56,2024-01-15
港币,87.4,86.76,87.82,88.32,87.57,2024/01/16 10:01:08,2024-01-16
港币,87.23,86.8,87.9,88.55,87.57,2024/01/17 10:05:14,2024-01-17
港币,87.39,87.05,87.84,88.21,87.58,2024/01/18 10:01:59,2024-01-18
港币,87.29,86.81,87.8,88.34,87.59,2024/01/19 10:06:58,2024-01-19
港币,87.33,86.94,87.81,88.52,87.57,2024/01/20 10:30:00,2024-01-20
港币,87.38,86.8,87.7,88.13,87.54,2024/01/21 10:30:00,2024-01-21
港币,87.26,86.68,87.74,88.39,87.5,2024/01/22 10:03:47,2024-01-22
港币,87.24,86.78,87.9,88.15,87.58,2024/01/23 10:00:34,2024-01-23
港币,87.41,87.08,87.76,88.56,87.59,2024/01/24 10:02:13,2024-01-24
港币,87.42,86.71,87.94,88.21,87.59,2024/01/25 10:10:02,2024-01-25
港币,87.35,86.92,87.68,88.45,87.52,2024/01/26 10:10:10,2024-01-26
港币,87.14,86.89,87.76,88.16,87.48,2024/01/27 10:30:00,2024-01-27
港币,87.29,86.9,87.64,88.27,87.46,2024/01/28 10:30:00,2024-01-28
港币,87.15,86.69,87.72,88.09,87.42,2024/01/29 10:04:29,2024-01-29
港币,87.23,86.49,87.65,88.02,87.44,2024/01/30 10:01:17,2024-01-30
港币,87.07,86.62,87.7,88.33,87.39,2024/01/31 10:02:57,2024-01-31
港币,87.14,86.83,87.51,88.23,87.35,2024/02/01 10:00:53,2024-02-01
港币,87.2,86.78,87.63,88.32,87.39,2024/02/02 10:03:28,2024-02-02
港币,87.03,86.7,87.58,88.18,87.32,2024/02/03 10:30:00,2024-02-03
港币,87.11,86.51,87.54,87.98,87.33,2024/02/04 10:30:00,2024-02-04
港币,87.13,86.46,87.7,88.33,87.37,2024/02/05 10:03:03,2024-02-05
港币,87.17,86.68,87.77,88.18,87.45,2024/02/06 10:01:25,2024-02-06
港币,87.14,86.55,87.66,87.96,87.41,2024/02/07 10:02:16,2024-02-07
港币,87.2,86.51,87.81,88,87.48,2024/02/08 10:10:24,2024-02-08
港币,87.26,86.93,87.64,88.44,87.47,2024/02/09 10:07:04,2024-02-09
港币,87.25,86.61,87.85,88.47,87.53,2024/02/10 10:30:00,2024-02-10
港币,87.25,86.52,87.74,88.42,87.49,2024/02/11 10:30:00,2024-02-11
港币,87.39,86.82,87.87,88.29,87.56,2024/02/12 10:30:00,2024-02-12
港币,87.31,86.83,87.83,88.47,87.61,2024/02/13 10:30:00,2024-02-13
港币,87.31,86.83,87.82,88.29,87.64,2024/02/14 10:20:02,2024-02-14
港币,87.4,86.81,87.95,88.27,87.65,2024/02/15 10:30:00,2024-02-15
港币,87.39,87.08,88.05,88.62,87.72,2024/02/16 10:12:23,2024-02-16
港币,87.52,87.02,88.09,88.37,87.77,2024/02/17 10:30:00,2024-02-17
港币,87.48,87.2,88.04,88.59,87.79,2024/02/18 10:30:00,2024-02-18
港币,87.58,86.99,88.16,88.76,87.82,2024/02/19 10:01:52,2024-02-19
港币,87.63,87.09,87.99,88.58,87.83,2024/02/20 10:10:01,2024-02-20
港币,87.63,87.27,88.17,88.53,87.86,2024/02/21 10:03:45,2024-02-21
港币,87.57,86.9,87.98,88.54,87.81,2024/02/22 10:03:33,2024-02-22
港币,87.56,86.98,88.06,88.36,87.75,2024/02/23 10:00:24,2024-02-23
港币,87.56,86.75,88,88.28,87.74,2024/02/24 10:30:00,2024-02-24
港币,87.53,87.23,88.04,88.34,87.79,2024/02/25 10:30:00,2024-02-25
港币,87.42,86.83,88.07,88.69,87.72,2024/02/26 10:05:33,2024-02-26
港币,87.5,87.18,87.92,88.46,87.73,2024/02/27 10:10:12,2024-02-27
港币,87.48,86.82,87.99,88.56,87.67,2024/02/28 10:10:21,2024-02-28
港币,87.51,86.95,87.97,88.43,87.68,2024/02/29 10:00:42,2024-02-29
港币,87.29,86.83,87.94,88.17,87.64,2024/03/01 10:02:35,2024-03-01
港币,87.34,86.88,87.94,88.56,87.64,2024/03/02 10:30:00,2024-03-02
港币,87.34,86.83,87.9,88.39,87.63,2024/03/03 10:30:00,2024-03-03
港币,87.37,86.7,87.87,88.5,87.69,2024/03/04 10:02:40,2024-03-04
港币,87.45,86.98,87.98,88.18,87.65,2024/03/05 10:08:34,2024-03-05
港币,87.32,86.68,87.76,88.32,87.57,2024/03/06 10:04:04,2024-03-06
港币,87.31,86.64,87.86,88.59,87.62,2024/03/07 10:09:17,2024-03-07
港币,87.43,86.74,87.87,88.6,87.69,2024/03/08 10:02:15,2024-03-08
港币,87.5,87,87.98,88.61,87.75,2024/03/09 10:30:00,2024-03-09
港币,87.6,87.21,87.99,88.44,87.82,2024/03/10 10:30:00,2024-03-10
港币,87.6,87.22,88.15,88.8,87.82,2024/03/11 10:00:50,2024-03-11
港币,87.63,87.03,88.08,88.44,87.87,2024/03/12 10:02:31,2024-03-12
港币,87.52,87.29,88.18,88.79,87.85,2024/03/13 10:06:51,2024-03-13
港币,87.46,86.93,88.11,88.76,87.79,2024/03/14 10:00:19,2024-03-14
港币,87.61,87.22,88.08,88.65,87.83,2024/03/15 10:00:22,2024-03-15
港币,87.46,87.09,88.11,88.42,87.78,2024/03/16 10:30:00,2024-03-16
港币,87.47,86.95,88.05,88.3,87.79,2024/03/17 10:30:00,2024-03-17
港币,87.66,87.22,88.12,88.68,87.81,2024/03/18 10:00:36,2024-03-18
港币,87.61,87.34,88.11,88.62,87.89,2024/03/19 10:00:48,2024-03-19
港币,87.68,86.91,88.07,88.69,87.89,2024/03/20 10:10:01,2024-03-20
港币,87.73,87.43,88.21,88.45,87.94,2024/03/21 10:10:09,2024-03-21
港币,87.66,87.3,88.15,88.43,87.88,2024/03/22 10:01:19,2024-03-22
港币,87.7,87.42,88.25,88.59,87.93,2024/03/23 10:30:00,2024-03-23
港币,87.61,87.06,88.08,88.65,87.89,2024/03/24 10:30:00,2024-03-24
港币,87.68,87.36,88.06,88.63,87.89,2024/03/25 20:46:11,2024-03-25
港币,87.66,87.25,88.2,88.41,87.88,2024/03/27 10:00:36,2024-03-27
港币,87.74,87.14,88.22,88.78,87.91,2024/03/28 10:01:35,2024-03-28
港币,87.66,87.1,88.13,88.69,87.96,2024/03/29 10:00:59,2024-03-29
港币,87.83,87.39,88.25,88.99,88.01,2024/03/30 10:30:00,2024-03-30
港币,87.65,87.25,88.13,88.74,87.95,2024/03/31 10:30:00,2024-03-31
港币,87.72,87.04,88.17,88.56,87.95,2024/04/01 10:03:15,2024-04-01
港币,87.75,86.99,88.31,88.62,87.98,2024/04/02 12:43:39,2024-04-02
港币,87.8,87.25,88.34,88.59,87.99,2024/04/03 10:10:25,2024-04-03
港币,87.66,87.16,88.25,88.6,87.94,2024/04/04 10:30:00,2024-04-04
港币,87.77,87.37,88.16,88.49,87.98,2024/04/05 10:00:47,2024-04-05
港币,87.79,86.96,88.14,88.76,87.95,2024/04/06 10:30:00,2024-04-06
港币,87.71,87.02,88.15,88.48,87.87,2024/04/07 10:30:00,2024-04-07
港币,87.63,87.17,88.18,88.8,87.91,2024/04/08 10:10:21,2024-04-08
港币,87.77,87.22,88.31,88.78,87.99,2024/04/09 10:00:27,2024-04-09
港币,87.79,87.19,88.28,88.57,87.99,2024/04/10 10:00:37,2024-04-10
港币,87.66,87.27,88.12,88.59,87.96,2024/04/11 10:10:17,2024-04-11
港币,87.74,87.37,88.11,88.54,87.91,2024/04/12 10:00:45,2024-04-12
港币,87.58,87.05,88.05,88.41,87.88,2024/04/13 10:30:00,2024-04-13
港币,87.74,87.34,88.19,88.92,87.93,2024/04/14 10:30:00,2024-04-14
港币,87.61,87.33,88.19,88.61,87.92,2024/04/15 10:05:03,2024-04-15
港币,87.78,87.12,88.34,88.87,88,2024/04/16 10:00:41,2024-04-16
港币,87.87,87.53,88.21,88.6,88.06,2024/04/17 10:06:08,2024-04-17
港币,87.73,87.21,88.29,88.62,88.07,2024/04/18 10:00:08,2024-04-18
港币,87.8,87.2,88.29,88.96,88.1,2024/04/19 10:00:44,2024-04-19
港币,87.78,87.2,88.24,88.61,88.09,2024/04/20 10:30:00,2024-04-20
港币,87.79,87.23,88.38,89.03,88.05,2024/04/21 10:30:00,2024-04-21
港币,87.76,87.28,88.32,88.83,88.02,2024/04/22 10:02:42,2024-04-22
港币,87.89,87.49,88.4,88.74,88.09,2024/04/23 10:02:32,2024-04-23
港币,87.88,87.49,88.22,88.65,88.04,2024/04/24 10:00:21,2024-04-24
港币,87.69,87.15,88.27,88.82,87.97,2024/04/25 10:10:05,2024-04-25
港币,87.62,87,88.28,88.83,87.94,2024/04/26 10:01:27,2024-04-26
港币,87.68,87.25,88.26,88.6,87.99,2024/04/27 10:30:00,2024-04-27
港币,87.81,87.33,88.21,88.96,87.98,2024/04/28 10:30:00,2024-04-28
港币,87.76,87.42,88.16,88.63,87.98,2024/04/29 10:00:18,2024-04-29
港币,87.64,86.93,88.19,88.86,87.91,2024/04/30 10:02:16,2024-04-30
港币,87.58,87,88.12,88.69,87.85,2024/05/01 10:30:00,2024-05-01
港币,87.63,86.95,87.98,88.48,87.8,2024/05/02 10:11:01,2024-05-02
港币,87.64,87.06,88.05,88.34,87.8,2024/05/03 10:01:59,2024-05-03
港币,87.43,87.22,87.95,88.36,87.77,2024/05/04 10:30:00,2024-05-04
港币,87.52,87.18,88.1,88.73,87.85,2024/05/05 10:30:00,2024-05-05
港币,87.61,87.1,88.05,88.34,87.83,2024/05/06 10:03:24,2024-05-06
港币,87.5,87.02,88.08,88.42,87.84,2024/05/07 10:03:32,2024-05-07
港币,87.52,87.24,88.11,88.76,87.78,2024/05/08 10:10:11,2024-05-08
港币,87.45,86.86,88,88.46,87.78,2024/05/09 10:10:00,2024-05-09
港币,87.57,87.02,88.03,88.71,87.81,2024/05/10 10:01:41,2024-05-10
港币,87.59,87.35,88.05,88.6,87.86,2024/05/11 10:30:00,2024-05-11
港币,87.56,86.83,88.14,88.71,87.8,2024/05/12 10:30:00,2024-05-12
港币,87.47,86.95,87.9,88.68,87.73,2024/05/13 10:02:35,2024-05-13
港币,87.35,86.83,87.96,88.59,87.65,2024/05/14 10:04:26,2024-05-14
港币,87.28,86.94,87.81,88.22,87.62,2024/05/15 10:02:06,2024-05-15
港币,87.3,86.71,87.77,88.32,87.55,2024/05/16 10:02:02,2024-05-16
港币,87.41,86.91,87.91,88.13,87.61,2024/05/17 10:02:00,2024-05-17
港币,87.42,87.12,87.93,88.17,87.65,2024/05/18 10:30:00,2024-05-18
港币,87.34,86.9,87.99,88.32,87.66,2024/05/19 10:30:00,2024-05-19
港币,87.36,86.89,87.83,88.24,87.59,2024/05/20 10:04:09,2024-05-20
港币,87.43,86.9,87.79,88.42,87.59,2024/05/21 10:02:40,2024-05-21
港币,87.34,86.79,87.78,88.58,87.59,2024/05/22 10:00:40,2024-05-22
港币,87.41,86.98,87.83,88.19,87.65,2024/05/23 10:05:11,2024-05-23
港币,87.38,86.76,87.98,88.25,87.67,2024/05/24 10:05:38,2024-05-24
港币,87.46,86.74,88.04,88.32,87.71,2024/05/25 10:30:00,2024-05-25
港币,87.42,87.1,87.98,88.53,87.69,2024/05/26 10:30:00,2024-05-26
港币,87.32,86.7,87.82,88.34,87.62,2024/05/27 10:02:36,2024-05-27
港币,87.45,86.67,87.88,88.31,87.61,2024/05/28 10:01:15,2024-05-28
港币,87.34,86.61,87.82,88.13,87.59,2024/05/29 10:06:34,2024-05-29
港币,87.35,86.99,87.88,88.29,87.66,2024/05/30 10:06:32,2024-05-30
港币,87.45,86.9,87.88,88.52,87.68,2024/05/31 10:00:34,2024-05-31
港币,87.48,86.84,87.92,88.6,87.68,2024/06/01 10:30:00,2024-06-01
港币,87.39,86.87,87.87,88.22,87.65,2024/06/02 10:30:00,2024-06-02
港币,87.43,87.15,87.97,88.7,87.7,2024/06/03 10:00:10,2024-06-03
港币,87.62,86.79,88.02,88.73,87.78,2024/06/04 10:06:38,2024-06-04
港币,87.53,87.05,88.09,88.39,87.77,2024/06/05 10:02:46,2024-06-05
港币,87.44,87.09,88.05,88.61,87.76,2024/06/06 10:00:08,2024-06-06
港币,87.55,86.88,88.09,88.4,87.8,2024/06/07 10:00:15,2024-06-07
港币,87.49,87.01,88.1,88.75,87.82,2024/06/08 10:30:00,2024-06-08
港币,87.67,87.22,88.08,88.74,87.86,2024/06/09 10:30:00,2024-06-09
港币,87.67,87.29,88.19,88.75,87.93,2024/06/10 10:10:35,2024-06-10
港币,87.85,87.15,88.21,88.72,88.01,2024/06/11 10:01:46,2024-06-11
港币,87.63,87.42,88.13,88.51,87.95,2024/06/12 10:10:08,2024-06-12
港币,87.77,87.37,88.23,88.86,88.03,2024/06/13 10:02:02,2024-06-13
港币,87.82,87.45,88.35,88.86,88.01,2024/06/14 10:03:45,2024-06-14
港币,87.75,87.11,88.17,88.92,87.94,2024/06/15 10:30:00,2024-06-15
港币,87.63,87.34,88.1,88.86,87.88,2024/06/16 10:30:00,2024-06-16
港币,87.74,87.18,88.21,88.82,87.89,2024/06/17 10:08:43,2024-06-17
港币,87.57,87.2,88.03,88.69,87.81,2024/06/18 10:10:22,2024-06-18
港币,87.59,86.87,88.04,88.71,87.85,2024/06/19 10:10:01,2024-06-19
港币,87.51,87.29,88.08,88.67,87.85,2024/06/20 10:10:11,2024-06-20
港币,87.64,87.27,88.13,88.45,87.79,2024/06/21 10:00:38,2024-06-21
港币,87.39,86.79,87.9,88.52,87.72,2024/06/22 10:30:00,2024-06-22
港币,87.57,86.95,88.07,88.69,87.77,2024/06/23 10:30:00,2024-06-23
港币,87.62,87.19,88.14,88.75,87.8,2024/06/24 10:04:56,2024-06-24
港币,87.51,87.08,88.04,88.83,87.84,2024/06/25 10:05:07,2024-06-25
港币,87.69,87.06,88.12,88.35,87.85,2024/06/26 10:05:52,2024-06-26
港币,87.56,87.34,88.03,88.72,87.87,2024/06/27 10:09:25,2024-06-27
港币,87.6,86.87,88.01,88.43,87.81,2024/06/28 10:07:45,2024-06-28
港币,87.69,87.1,88.02,88.57,87.85,2024/06/29 10:30:00,2024-06-29
港币,87.49,86.83,87.96,88.73,87.79,2024/06/30 10:30:00,2024-06-30
港币,87.61,87.04,88.14,88.52,87.85,2024/07/01 10:10:14,2024-07-01
港币,87.58,87.15,88.18,88.42,87.89,2024/07/02 10:01:18,2024-07-02
港币,87.58,87.06,88.11,88.69,87.86,2024/07/03 10:10:03,2024-07-03
港币,87.65,87.06,88.22,88.44,87.92,2024/07/04 10:00:08,2024-07-04
港币,87.72,87.16,88.17,88.92,87.94,2024/07/05 10:00:45,2024-07-05
港币,87.82,87.38,88.17,88.68,87.97,2024/07/06 10:30:00,2024-07-06
港币,87.75,87.21,88.16,88.74,87.92,2024/07/07 10:30:00,2024-07-07
港币,87.7,86.95,88.07,88.58,87.88,2024/07/08 10:02:07,2024-07-08
港币,87.7,87.34,88.03,88.45,87.86,2024/07/09 10:04:38,2024-07-09
港币,87.47,87.1,88.13,88.76,87.79,2024/07/10 10:01:27,2024-07-10
港币,87.64,87.15,88,88.46,87.84,2024/07/11 10:00:09,2024-07-11
港币,87.67,86.88,88.12,88.4,87.86,2024/07/12 10:01:36,2024-07-12
港币,87.72,87.12,88.09,88.47,87.89,2024/07/13 10:30:00,2024-07-13
港币,87.5,86.97,88.12,88.63,87.84,2024/07/14 10:30:00,2024-07-14
港币,87.56,87.34,88.06,88.42,87.87,2024/07/15 10:00:07,2024-07-15
港币,87.5,87.16,88.12,88.63,87.82,2024/07/16 10:01:09,2024-07-16
港币,87.51,86.96,88.17,88.63,87.85,2024/07/17 10:00:19,2024-07-17
港币,87.53,86.94,88.08,88.48,87.8,2024/07/18 10:00:30,2024-07-18
港币,87.63,87.21,88.07,88.68,87.84,2024/07/19 10:02:45,2024-07-19
港币,87.6,87.02,88.13,88.55,87.81,2024/07/20 10:30:00,2024-07-20
港币,87.54,87.01,88.08,88.3,87.74,2024/07/21 10:30:00,2024-07-21
港币,87.5,87.25,88.12,88.45,87.79,2024/07/22 10:03:56,2024-07-22
港币,87.49,87.17,88.02,88.63,87.8,2024/07/23 10:06:25,2024-07-23
港币,87.67,87.3,88.18,88.34,87.83,2024/07/24 10:07:19,2024-07-24
港币,87.63,86.99,88.25,88.77,87.91,2024/07/25 10:00:40,2024-07-25
港币,87.66,87.07,88.1,88.68,87.91,2024/07/26 10:02:54,2024-07-26
港币,87.66,86.92,88.14,88.52,87.89,2024/07/27 10:30:00,2024-07-27
港币,87.59,87.07,88.09,88.78,87.89,2024/07/28 10:30:00,2024-07-28
港币,87.79,87.17,88.27,88.81,87.95,2024/07/29 10:02:14,2024-07-29
港币,87.75,87.08,88.22,88.9,87.93,2024/07/30 10:02:11,2024-07-30
港币,87.72,87.26,88.18,88.77,87.89,2024/07/31 10:00:24,2024-07-31
港币,87.72,87.28,88.06,88.59,87.88,2024/08/01 10:00:15,2024-08-01
港币,87.67,87.26,88.24,88.66,87.92,2024/08/02 10:00:33,2024-08-02
港币,87.59,87.29,88.11,88.41,87.89,2024/08/03 10:30:00,2024-08-03
港币,87.63,87.03,88.25,88.7,87.94,2024/08/04 10:30:00,2024-08-04
港币,87.68,87.31,88.3,88.93,87.99,2024/08/05 10:01:36,2024-08-05
港币,87.75,87.39,88.33,88.75,88.03,2024/08/06 10:04:16,2024-08-06
港币,87.76,87.38,88.43,89.06,88.08,2024/08/07 10:03:04,2024-08-07
港币,87.8,87.07,88.36,88.74,88.02,2024/08/08 10:00:04,2024-08-08
港币,87.65,87.08,88.32,88.67,87.97,2024/08/09 10:00:18,2024-08-09
港币,87.8,87.03,88.35,88.77,88,2024/08/10 10:30:00,2024-08-10
港币,87.67,86.98,88.16,88.95,87.96,2024/08/11 10:30:00,2024-08-11
港币,87.54,87.33,88.11,88.69,87.88,2024/08/12 10:00:03,2024-08-12
港币,87.61,86.99,88.22,88.76,87.91,2024/08/13 10:00:10,2024-08-13
港币,87.63,87.18,88.01,88.63,87.84,2024/08/14 10:02:33,2024-08-14
港币,87.66,87.04,88.04,88.74,87.82,2024/08/15 10:03:38,2024-08-15
港币,87.59,87.38,88.2,88.85,87.89,2024/08/16 10:01:21,2024-08-16
港币,87.58,87.18,88.16,88.82,87.84,2024/08/17 10:30:00,2024-08-17
港币,87.6,87.21,88.16,88.44,87.89,2024/08/18 10:30:00,2024-08-18
港币,87.56,86.89,88.04,88.4,87.83,2024/08/19 20:33:40,2024-08-19
港币,87.63,86.96,88.15,88.54,87.83,2024/08/20 20:20:56,2024-08-20
港币,87.57,87.21,88.06,88.62,87.77,2024/08/21 10:04:17,2024-08-21
港币,87.6,87.1,88.02,88.69,87.85,2024/08/22 10:00:17,2024-08-22
港币,87.51,87.01,87.95,88.6,87.8,2024/08/23 10:04:24,2024-08-23
港币,87.5,87.21,88.07,88.37,87.79,2024/08/24 10:30:00,2024-08-24
港币,87.56,86.82,87.94,88.32,87.79,2024/08/25 10:30:00,2024-08-25
港币,87.55,86.9,87.99,88.6,87.76,2024/08/26 10:03:42,2024-08-26
港币,87.42,87.06,88,88.35,87.76,2024/08/27 16:00:16,2024-08-27
港币,87.46,86.81,87.99,88.36,87.77,2024/08/28 22:20:31,2024-08-28
港币,87.63,87.08,87.98,88.53,87.82,2024/08/29 10:00:57,2024-08-29
港币,87.64,86.93,88.2,88.59,87.86,2024/08/30 10:00:22,2024-08-30
港币,87.62,87.29,88.12,88.43,87.88,2024/08/31 10:30:00,2024-08-31
港币,87.63,86.93,88.11,88.68,87.87,2024/09/01 10:30:00,2024-09-01
港币,87.63,87.24,88.11,88.39,87.8,2024/09/02 10:00:50,2024-09-02
港币,87.57,87.06,88,88.73,87.81,2024/09/03 10:03:14,2024-09-03
港币,87.45,87.17,87.94,88.49,87.73,2024/09/04 10:30:00,2024-09-04
港币,87.49,87.05,88.07,88.38,87.73,2024/09/06 10:06:23,2024-09-06
港币,87.49,86.82,88.03,88.49,87.74,2024/09/07 10:30:00,2024-09-07
港币,87.5,86.88,87.97,88.58,87.77,2024/09/08 10:30:00,2024-09-08
港币,87.46,86.78,87.98,88.3,87.74,2024/09/09 10:01:37,2024-09-09
港币,87.47,87.17,87.91,88.73,87.75,2024/09/10 10:10:13,2024-09-10
港币,87.5,86.82,88.08,88.31,87.75,2024/09/11 10:01:56,2024-09-11
港币,87.61,87.08,88,88.44,87.81,2024/09/12 11:10:09,2024-09-12
港币,87.61,87.02,88.21,88.52,87.87,2024/09/13 19:09:52,2024-09-13
港币,87.57,87.2,88,88.83,87.85,2024/09/14 10:30:00,2024-09-14
港币,87.57,87.3,88.14,88.53,87.81,2024/09/15 10:30:00,2024-09-15
港币,87.61,86.89,88,88.38,87.81,2024/09/16 10:30:00,2024-09-16
港币,87.43,86.84,88.03,88.44,87.75,2024/09/17 10:05:47,2024-09-17
港币,87.52,86.87,87.88,88.42,87.72,2024/09/18 10:01:02,2024-09-18
港币,87.45,86.89,87.95,88.5,87.7,2024/09/19 10:02:37,2024-09-19
港币,87.42,87.16,88.01,88.56,87.68,2024/09/20 10:06:43,2024-09-20
港币,87.46,86.72,87.93,88.47,87.63,2024/09/21 10:30:00,2024-09-21
港币,87.28,86.64,87.85,88.31,87.59,2024/09/22 10:30:00,2024-09-22
港币,87.4,87.08,87.81,88.5,87.62,2024/09/23 10:30:00,2024-09-23
港币,87.37,86.71,87.75,88.39,87.59,2024/09/26 10:00:46,2024-09-26
港币,87.45,87.02,87.82,88.5,87.64,2024/09/27 10:05:34,2024-09-27
港币,87.4,86.86,87.94,88.59,87.67,2024/09/28 10:30:00,2024-09-28
港币,87.31,86.98,87.97,88.31,87.62,2024/09/29 10:25:18,2024-09-29
港币,87.21,86.62,87.71,88.33,87.55,2024/09/30 10:04:07,2024-09-30
港币,87.34,86.81,87.75,88.1,87.5,2024/10/01 10:12:23,2024-10-01
港币,87.22,86.7,87.76,88.36,87.47,2024/10/02 10:30:00,2024-10-02
港币,87.1,86.75,87.76,88.28,87.42,2024/10/03 10:30:00,2024-10-03
港币,87.07,86.84,87.6,88.02,87.37,2024/10/04 10:30:00,2024-10-04
港币,87.13,86.54,87.57,88.09,87.4,2024/10/05 10:30:00,2024-10-05
港币,87.25,86.83,87.69,88.15,87.46,2024/10/06 10:30:00,2024-10-06
港币,87.22,86.83,87.68,88,87.48,2024/10/07 10:01:04,2024-10-07
港币,87.25,86.45,87.64,88,87.42,2024/10/08 10:01:14,2024-10-08
港币,87.2,86.81,87.63,87.99,87.45,2024/10/09 10:00:48,2024-10-09
港币,87.16,86.86,87.54,88.13,87.39,2024/10/10 10:02:24,2024-10-10
港币,87.07,86.79,87.56,87.95,87.32,2024/10/11 10:07:21,2024-10-11
港币,87.03,86.28,87.43,88.09,87.27,2024/10/12 10:30:00,2024-10-12
港币,87,86.32,87.44,87.8,87.24,2024/10/13 10:30:00,2024-10-13
港币,86.95,86.36,87.44,88.05,87.25,2024/10/14 11:07:19,2024-10-14
港币,87.05,86.49,87.46,88.22,87.23,2024/10/15 19:31:19,2024-10-15
港币,86.94,86.39,87.53,88.2,87.26,2024/10/16 10:00:13,2024-10-16
港币,87.06,86.72,87.55,87.96,87.24,2024/10/17 10:03:38,2024-10-17
港币,87.05,86.56,87.58,87.93,87.26,2024/10/18 10:00:56,2024-10-18
港币,86.96,86.6,87.55,88.13,87.23,2024/10/19 10:30:00,2024-10-19
港币,86.94,86.29,87.32,88,87.17,2024/10/20 10:30:00,2024-10-20
港币,86.86,86.49,87.48,88.03,87.2,2024/10/21 10:00:50,2024-10-21
港币,87.07,86.32,87.41,88.18,87.22,2024/10/22 10:10:31,2024-10-22
